adm0_name,iso3,X,Y,published,sources,info,optional1,optional2,optional3,optional4
Anguilla,AIA,-63.054596,18.214755,14.06.2022,"<a href=""https://www.gov.uk/foreign-travel-advice/anguilla"">Foreign travel advice, Gov.UK</a>/ 
  <a href=""https://bb.usembassy.gov/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/","Latest News: 
 <br>
 <br>
International Restrictions: <br>
*All travellers: All travellers should familiarise themselves with the entry rules for Anguilla before travel. <br>
*If you’re fully vaccinated: If you are 18 years and older, you must present evidence on arrival that you are fully vaccinated with an approved vaccine and that you received your last vaccination at least 14 days before arrival. Find out if you qualify as fully vaccinated on the <a href=https://escape.ivisitanguilla.com/"""">Anguilla Tourist Board web page</a>.
Additionally, you must provide acceptable evidence of a negative COVID-19 test (NAA/PCR/RNA test taken no more than 72 hours before entry) or Rapid Antigen (taken no more than 48 hours before entry). See information on the <a href=""https://escape.ivisitanguilla.com/"">Anguilla Tourist Board web page  </a> about taking a test before travelling. <br>
The tests must be administered by an accredited health professional and processed at an accredited laboratory. Self-administered home tests and antibody tests will not be accepted. You should arrange to take a private test. <br>
If you arrive in Anguilla without the appropriate documentation (proof of vaccination and test results), you will be required to return to your country of origin. If that is not possible, you will complete arrival and exit tests, and quarantine for 5 days at your own expense. You will also be charged US$200 by the Government of Anguilla in addition to any fines for unapproved entry. <br>
*Demonstrating your COVID-19 status: Anguilla will accept the proof of COVID-19 vaccination record and proof of COVID-19. Your final vaccine dose must have been administered at least 14 days before arrival. Your appointment card from vaccination centres is not designed to be used as proof of vaccination and should not be used to demonstrate your vaccine status. <br>
*Residents of Anguilla: If you are a returning Anguillan National and/or Resident (Anguilla Resident Stamp holders, work permit holders, retired homeowners) aged 18 years and older, you must present evidence on arrival that you are fully vaccinated with an approved vaccine. Find out if you qualify as fully vaccinated on the <a href=""https://escape.ivisitanguilla.com/"">Anguilla Tourist Board web page</a>.
Additionally, you must provide acceptable evidence of a negative COVID-19 test (NAA/PCR/RNA test taken no more than 72 hours before entry) or Rapid Antigen (taken no more than 48 hours before entry). See information on the <a href=""https://escape.ivisitanguilla.com/"">Anguilla Tourist Board web page  </a> about getting a test before entry. <br>
The tests must be administered by an accredited health professional and processed at an accredited laboratory. Self-administered home tests and antibody tests will not be accepted.You should arrange to take a private test. <br>
If you are a returning Anguillan National or Resident and arrive in Anguilla without the appropriate documentation (test results), you will complete arrival and exit tests, and quarantine for 5 days at your own expense. You will also be charged US$200 by the Government of Anguilla in addition to any fines for unapproved entry. <br>
*If you’re not fully vaccinated: Anguilla remains a vaccination-only destination for adult visitors. If you are 18 years and older, you will not be allowed to enter Anguilla as a visitor if you are not fully vaccinated. The <a href=""https://escape.ivisitanguilla.com/"">Anguilla Tourist Board web page</a> outlines eligibility. <br>
*Residents of Anguilla: If you are an unvaccinated returning Anguillan National or Resident (Anguilla Resident Stamp holders, work permit holders, retired homeowners) aged 18 years and older, you will be required to show evidence of your residency status and negative pre-arrival test to the fixed-based agent, aircraft or sea vessel operator. If you are 5 years and older you will be required to quarantine for 5 days at your own expense and have a negative COVID-19 test to exit quarantine. <br>
*Children and young people: Unvaccinated visitors aged 17 years and under are only permitted to enter Anguilla if accompanied by a fully vaccinated adult aged 18 years and older.<br>
Visitors aged 17 and under must provide acceptable evidence of a negative COVID-19 test (NAA/PCR/RNA test taken no more than 72 hours before entry) or Rapid Antigen (taken no more than 48 hours before entry). See information on the <a href=""https://escape.ivisitanguilla.com/"">Anguilla Tourist Board web page</a> about taking a test before travelling. <br>
*If you’re transiting through Anguilla: It is very unusual for visitors to transit through Anguilla. For further additional information you should contact the <a href=""https://ivisitanguilla.com/contact-us/"">Anguilla Tourist Board</a>.
*Exemptions: If you are an unvaccinated visitor, for example, if you have a contraindication to the vaccine, you may apply for a medical exemption to enter Anguilla. You should apply in writing to visitanguilla@gov.ai under the subject heading ‘Request for COVID-19 Vaccination Exemption’. <br>
If you are granted an exemption, you will be required to, test on arrival, quarantine for five days at your own expense and a have negative test to exit quarantine. You will be charged US$50 per person when applying. There is no COVID-19 vaccination exemption for pregnant women.<br>
<br>
<br>
Internal Restrictions: <br> 
*Travel in Anguilla: Mandatory social distancing and mask wearing are in place in premises that are open to the public. <br>
Mass gatherings are limited to a maximum of 1 person per 30 sq. ft. applicable to both indoors and outdoor settings. <br>
Further information can be found on the <ahref=""https://beatcovid19.ai/"">Government of Anguilla COVID-19 website  </a>and the <a href=""http://www.gov.ai/""> Government of Anguilla website.</a>
*If you test positive for COVID-19, you may need to stay where you are until you test negative. You may also need to seek treatment there. <br>








 ",20220614,,,
Antarctica,ATA,21.475857,-80.408977,,,,,,,
Antigua and Barbuda,ATG,-61.799256,17.077306,30.08.2022,"<a href=""https://www.gov.uk/foreign-travel-advice/antigua-and-barbuda"">Foreign travel advice, Gov.UK</a>/ 
  <a href=""https://bb.usembassy.gov/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/
  <a href=""https://ab.gov.ag/detail_page.php?page=42"">Government Information page</a>/","Latest News: 
 <br>
 <br>
International Restrictions:<br>
*All travellers: As of 26 August Antigua and Barbuda has removed all COVID-19-related restrictions (e.g. proof of vaccination / testing) for passengers arriving by air. <br>
All COVID-19-related restrictions are also lifted for passengers arriving by yacht or ferry services, but all must contact the Antigua Port Authority at least six hours before arrival using VHF Channel 16 and follow instructions on which port or holding area to complete entry formalities. Passengers arriving by cruise liner are subject to the protocols placed on board by their cruise company.<br>
Passengers who display symptoms of COVID-19 on arrival may be isolated as determined by the Antigua and Barbuda health authorities.<br>
*Exemptions: There are currently no exemptions for entry.
  <br>
  <br>
 Internal Restrictions: <br> 
*International travel: Anguilla’s ports, sea and air, are open to returning residents and visitors.<br>
*Travel in Anguilla: Further information can be found on the <a href=""https://beatcovid19.ai/"">Government of Anguilla COVID-19 website</a>   and the <a href=""http://www.gov.ai/"">Government of Anguilla website.</a>  

",20220830,,,
Argentina,ARG,-63.578123,-31.578414,30.08.2022,"<a href=""https://ar.usembassy.gov/covid-19/"">US State Dept. COVID-19 Country Specific Information</a>/ 
  <a href=""https://www.gov.uk/foreign-travel-advice/argentina"">Foreign travel advice, Gov.UK</a>/
  <a href=""https://www.argentina.gob.ar/coronavirus/preguntasfrecuentes"">Health Ministry</a>/","Latest News:  
  <br>
  <br>
International Restrictions: <br>
*All travellers: Argentina’s borders are open to all travellers, providing they comply with immigration requirements. <br>
There are no longer any COVID-19 specific entry requirements regardless of your vaccination status. <br>
<br>
<br>
Internal Restrictions: <br>
*Travel in Argentina: Free movement is allowed within each jurisdiction as long as social distancing rules are adhered to. <br>
If you are aged 13 or over you may be required to prove you have received a complete course of a COVID-19 vaccine to enter certain venues and events. You can do this via the ‘Cuidar’ (Health Pass) app, or via a document from a national or state-level public health body if vaccinated abroad. Additional requirements can be imposed by each jurisdiction/province. <br>
Movement between jurisdictions is permitted, provided you meet the requirements of the specific jurisdiction/province you plan to visit. <br>
You should make sure you understand and comply with the measures in place in the province/jurisdiction you are in. You should check what measures apply in your location and any other location you might qualify to travel to or transit through on the <a href=""https://www.argentina.gob.ar/salud/coronavirus-COVID-19"">Ministry of Health website</a> (in Spanish). You could be subject to a financial penalty if you do not abide by local regulations. <br>
Public spaces and services: The use of face mask is recommended in all indoor settings, including public transport. Additional restrictions may vary between jurisdictions. Make sure to check what rules apply in your jurisdiction. <br>
*If you test positive for COVID-19, you may need to stay where you are until you test negative. You may also need to seek treatment there.

",20220830,,,
Armenia,ARM,44.938387,40.295005,12.05.2022,"<a href=""https://www.gov.uk/foreign-travel-advice/armenia"">Foreign travel advice, Gov.UK</a>/ 
  <a href=""https://www.osac.gov/Content/Report/8758856f-821d-41c5-b360-18d5acf392aa"">OSAC Travel Advisories</a>/ 
  <a href=""https://am.usembassy.gov/u-s-citizen-services/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/
  <a href=""https://www.gov.am/en/covid-travel-restrictions/"">Armenian Goverment</a>/","Latest News: 
 <br>
 <br>
International Restrictions: <br>
*All travellers: From 1 May 2022, Armenia has removed all COVID-19 entry restrictions and there is no need to present any proof of vaccination or negative PCR tests. <br>
*If you’re fully vaccinated: Entry requirements for Armenia are the same for all travellers, regardless of COVID-19 vaccination status. <br>
*Proof of vaccination status: You don’t need to provide your vaccination status for entry to Armenia. <br>
*If you’re not fully vaccinated: Entry requirements for Armenia are the same for all travellers, regardless of COVID-19 vaccination status. <br>
*If you’ve had COVID-19 in the past year: Entry requirements for Armenia are the same for all travellers, regardless of whether you have tested positive for COVID-19 in the past year. <br>
*Children and young people: There are no specific requirements for children and young people. <br>
*If you’re transiting through Armenia: Transiting is when you pass through one country on the way to your final destination. Check with your airline before departing. <br>
*Exemptions: There are no exemptions to Armenia’s entry requirements.
 <br>
  <br>
Internal Restrictions: <br>
*Travel in Armenia: You should follow the advice of the Armenian authorities on permitted activities. <br>
*Accommodation: Hotels and private rental accommodations are operating normally in Armenia.<br>
*Public places and services: Shops, restaurants/cafes and manufacturing industries are able to operate in Armenia with no restrictions.



",20220512,,,
Aruba,ABW,-69.970272,12.50911,22.06.2022,"<a href=""https://cw.usconsulate.gov/news-events/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/ 
  <a href=""https://www.aruba.com/us/traveler-health-requirements"">Aruba Traveler Health Requirements</a>/ 
  <a href=""https://www.gov.uk/foreign-travel-advice/aruba"">Foreign travel advice, Gov.UK</a>/","Latest News:  
 <br>
 <br>
International Restrictions:<br>
 *All travellers: You must get approval to travel to Aruba through the <a href=""https://edcardaruba.aw/"">embarkation / disembarkation card online</a> before departure. This includes taking out mandatory insurance covering COVID-19. Visit the <a href=""https://edcardaruba.aw/"">website of the Government of Aruba</a> for the latest information. <br>
*If you’re fully vaccinated: Entry requirements for Aruba are the same for all travellers, regardless of COVID-19 vaccination status. <br>
Proof of vaccination status: You don’t need to provide proof of your vaccination status for entry to Aruba. <br>
*If you’re not fully vaccinated: Entry requirements for Aruba are the same for all travellers, regardless of COVID-19 vaccination status. <br>
If you’ve had COVID-19 in the past year: Entry requirements for Aruba are the same for all travellers, regardless of whether you have tested positive for COVID-19 in the past year. <br>
*Children and young people: Children aged 12 to 17 can enter Aruba without a COVID-19 negative test result or proof of vaccination. <br>
Children aged 11 and under do not need to show proof of a negative COVID-19 test or proof of vaccination to enter Aruba. <br>
*If you’re transiting through Aruba: Transiting is when you pass through one country on the way to your final destination. Check with your airline before departing. <br>
Travellers who are transiting without entering Aruba don’t need a negative test. You will need to complete the <a href=""https://edcardaruba.aw/"">embarkation / disembarkation process</a>.
  <br>
  <br>
  Internal Restrictions:<br>
  *Travel in Aruba: The Government of Aruba has put measures in place in response to the coronavirus pandemic. such as the mandatory wearing of face masks in all public indoor spaces. All measures and updates can be found on the<a href=""https://www.arubacovid19.org/ddg-eng"">website of the government of Aruba</a>  .",20220622,,,"
"
Arunachal Pradesh,"IND, CHN",94.372447,28.128178,,,,,,,
Ashmore and Cartier Islands,AUS,122.967269,-12.242967,,,,,,,
Australia,AUS,134.3547,-25.5732,05.07.2022,"<a href=""https://covid19.homeaffairs.gov.au/frequently-asked-questions"">Home Affairs Australia</a>/ 
  <a href=""https://au.usembassy.gov/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/ 
  <a href=""https://www.gov.uk/foreign-travel-advice/australia"">Foreign travel advice, Gov.UK</a>/
  <a href=""https://www.australia.gov.au/"">Australian Government</a>/","Latest News:
  <br>
  <br>
*International Restrictions: <br>
*All travellers: To enter Australia, you must hold a <a href=""https://www.abf.gov.au/entering-and-leaving-australia/crossing-the-border/at-the-border/travel-documents"">valid passport, a valid visa, and a completed and signed Incoming Passenger Card</a>.
Incoming <a href=""https://www.abf.gov.au/entering-and-leaving-australia/crossing-the-border/at-the-border/incoming-passenger-card-(ipc)"">Passenger Cards</a> are distributed during your flight to Australia by your airline. For more information about visas, see “check your passport and travel documents” section below.<br>
COVID-19 requirements: Travellers do not require a pre-departure COVID-19 test to enter or transit Australia regardless of their COVID-19 vaccination status. You should check if COVID-19 testing requirements are different for any transit countries you will pass through on the way to Australia, or if your airline has additional requirements. <br>
As of 6 July 2022, travellers to Australia will no longer have to complete a Digital Passenger Declaration if arriving by air, or a Maritime Travel Declaration if arriving by sea, and there is no requirement to declare or prove your vaccination status for entry to Australia. <br>
However, states and territories can apply their own travel restrictions on travellers arriving from international and domestic locations. You should <a href=""https://www.australia.gov.au/states"">check requirements for the state or territory/< a> in which you will arrive. Border rules can change quickly. Travellers should prepare for disruptions to their plans. <br>
*Quarantine requirements: Each state and territory is responsible for determining and managing quarantine requirements. You should <a href=""https://www.health.gov.au/health-alerts/covid-19/domestic-travel#state-and-territory-travel-restrictions"">check requirements for the state or territory</a> in which you will arrive. If any quarantine requirements apply, for example if you test positive for COVID-19, you will need to comply with the quarantine requirements in the state or territory you are in before travelling on to another state or territory. <br>
*If you’re fully vaccinated: All fully vaccinated visa holders can travel to Australia.<br>
Proof of vaccination status: From 6 July 2022, proof of vaccination is not required for entry into Australia. You may be required to provide proof of vaccination status to enter or transit through other countries, or for use within Australia. If you were vaccinated in Australia, you should use an<a href=""https://www.passports.gov.au/international-covid-19-vaccination-certificate"">International COVID-19 Vaccine Certificate</a>  (ICVC) generated by Services Australia. <br>
Australia will accept the proof of COVID-19 vaccination record and proof of COVID-19. Your appointment card from vaccination centres is not designed to be used as proof of vaccination and should not be used to demonstrate your vaccine status.<br>
*If you’re not fully vaccinated: From 6 July 2022, proof of vaccination is no longer required for entry into Australia. All visa holders can travel to Australia, regardless of vaccination status. You should check if proof of COVID-19 vaccination status requirements are different for any transit countries you will pass through on the way to Australia, or if your airline has additional requirements. <br>
Each state and territory is responsible for determining and managing quarantine requirements. You should <a href=""https://www.health.gov.au/health-alerts/covid-19/domestic-travel#state-and-territory-travel-restrictions"">check requirements for the state or territory</a> in which you will arrive. <br>
If any quarantine requirements apply, for example if you test positive for COVID-19, you will need to comply with the quarantine requirements in the state or territory you are in before travelling on to another state or territory. <br>
Public health restrictions may apply differently to people who are not vaccinated for COVID-19. Proof of COVID-19 vaccination may be required for entering certain places or premises. You should check requirements for all the states and territories you plan to visit. <br>
*Children and young people: From 6 July 2022, children and young people will not be required to show proof of COVID-19 vaccination status to enter Australia. You should check if proof of COVID-19 vaccination status requirements are different for any transit countries you will pass through on the way to Australia, or if your airline has additional requirements.<br>
*If you’re transiting through Australia: As of 6 July 2022, travellers transiting through Australia will no longer have to complete a Digital Passenger Declaration if arriving by air, or a Maritime Travel Declaration if arriving by sea. <br>
British citizens are eligible to transit through Australia for a maximum of 8 hours without a visa. If you wish to transit without a visa, you must remain airside and you will not be able to clear immigration, including to collect baggage which should have been checked through to your final destination. You can check information from the Department of Home Affairs on  <a href=""https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/transit-771/travellers-eligible-to-transit-without-visa"">transiting without a visa</a>. If you are not eligible to transit without a visa, for example if your transit time is longer than 8 hours, you will need to apply for and obtain a visa before travelling to Australia. <br>
If you plan to transit Australia, check the latest entry restrictions for your destination and keep in touch with your airline, cruise line or tour operator before you travel.<br>
  <br>
  <br> 
*Internal Restrictions: <br>
*Travel in Australia: Domestic travel restrictions are decided at the state-level. They may vary across the country and may be subject to change at short notice which could disrupt travel plans. You should <a href=""https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert/coronavirus-covid-19-restrictions/coronavirus-covid-19-domestic-travel-restrictions-and-remote-area-access#state-and-territory-travel-restrictions"">check individual State and Territory websites</a> for the latest information, including on whether you need to provide your COVID-19 vaccination status, apply for an exemption to cross borders or self-isolate on arrival. <br>
*Public spaces and services: Social distancing restrictions and other local measures are still in place across Australia with a number of variations. These are liable to change at short notice. You should monitor <a href=""https://www.australia.gov.au/#state-and-territory-government-information"">State and Territory websites  </a>
for the latest information where you are and comply with these measures and other advice from local authorities. You can also check restrictions on the Australian Department of Health’s <a href=""https://www.healthdirect.gov.au/covid19-restriction-checker"">COVID-19 Restriction Checker</a>.
Measures may include: <br>
•        restrictions on numbers of people at most non-work gatherings, in shops, cafes, restaurants and other places of public gathering, and on visitors to private residences <br>
•        social distancing <br>
•        restrictions on visiting aged care homes or hospitals <br>
•        wearing of facemasks <br>
•        providing proof of COVID-19 vaccination status <br>
*If you test positive for COVID-19, you may need to stay where you are until you test negative. You may also need to seek treatment there.
",20200624,,,
Austria,AUT,14.141702,47.58705,23.09.2022,"<a href=""https://at.usembassy.gov/covid-19-information-february-25-2020/"">US State Dept. COVID-19 Country Specific Information</a>/ 
  <a href=""https://www.gov.uk/foreign-travel-advice/austria"">Foreign travel advice, Gov.UK</a>/ 
  <a href=""https://reopen.europa.eu/en/map/AUT"">Re-Open Europe</a>/
  <a href=""https://www.austria.org/coronavirus/"">Austrian Embassy DC</a>/","Latest News: 
 <br>
 <br>
International Restrictions: <br>
*From within the EU: COVID-19 travel entry restrictions were lifted in Austria. Travellers are not required to provide proof of vaccination, recovery from COVID-19 or a negative test result, except when entering from countries or areas with a high epidemiological risk. Currently, there is no country or area on the list.<br>
Countries and areas with a high epidemiological risk: Travellers entering from these states and territories are required to provide proof of vaccination, recovery or testing, complete the <a href="""">pre-travel clearance form</a>, and self-isolate for 10 days (this period can be shortened with a negative test after 5 days at the earliest).
<br>
*Transit: <p>COVID-19 travel restrictions were lifted in Austria. The usual transit rules apply.</p>
<br><br>
*From Third Countries: <p>COVID-19 travel entry restrictions were lifted in Austria. Travellers are not required to provide proof of vaccination, recovery from COVID-19 or a negative test result, except when entering from countries or areas with a high epidemiological risk. Currently, there is no country or area on the list.</p>
<p>&nbsp;</p>
<p><strong>Countries and areas with a high epidemiological risk:</strong> Travellers entering from these states and territories are required to provide proof of vaccination, recovery or testing, complete the <a href=""https://entry.ptc.gv.at/en.html"" target=""_blank"">pre-travel clearance form</a>, and self-isolate for 10 days (this period can be shortened with a negative test after 5 days at the earliest).</p>
<p>&nbsp;</p>
<p><strong>Learn more:</strong></p>
<p><a href=""https://www.austria.info/en/service-and-facts/coronavirus-information/entry-regulations"" target=""_blank"">Official Travel Portal</a></p><br/><p>______________________</p><p>You can find the latest information on air travel regulations for this country on the <a href=""https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm"" target=""_blank"">IATA website</a>.</p><p>You can also find information about <a href=""https://europa.eu/youreurope/citizens/travel/passenger-rights/index_en.htm"" target=""_blank"">your passenger rights</a> on our portal for citizens.</p><p><a href=""https://europa.eu/youreurope/citizens/travel/entry-exit/index_en.htm"">Documents you need to travel in Europe</a><br /><a href=""https://europa.eu/youreurope/citizens/health/unplanned-healthcare/temporary-stays/index_en.htm"">Health cover for temporary stays</a></p>
  <br>
  <br> 
 Internal Restrictions: <br>
*Travel in Austria: FFP2 face masks are compulsory on public transport in Vienna. <br>
*Public spaces and services: Regional COVID measures vary. Check regional rules before you travel. <br>
*Testing positive for COVID-19 in Austria: If you test positive for COVID-19 in Austria and do not have symptoms, you must wear an FFP2 mask when outside (except when outdoors and more than 2 metres away from other people). If you have symptoms, you should stay at home.
If you test positive for COVID-19, you may need to stay where you are until you test negative. You may also need to seek treatment there. <br>
",20220923,,,
